garment_path,split,garment_id,max_token_length,drape_failed,has_digit_in_panel_name,panel_count
garments_5000_15/default_body/rand_89I972TBSB,train,rand_89I972TBSB,654,False,False,10
garments_5000_15/default_body/rand_VWQ02NTF36,train,rand_VWQ02NTF36,834,False,False,10
garments_5000_15/default_body/rand_X2EGECRFQP,train,rand_X2EGECRFQP,379,False,False,6
garments_5000_15/default_body/rand_PGNXU361K8,train,rand_PGNXU361K8,577,False,False,12
garments_5000_15/default_body/rand_AL14LYRA25,train,rand_AL14LYRA25,183,False,False,2
garments_5000_15/default_body/rand_HHEAAMJOJM,train,rand_HHEAAMJOJM,154,False,False,4
garments_5000_15/default_body/rand_AD6OB875V6,train,rand_AD6OB875V6,932,False,False,16
garments_5000_15/default_body/rand_DTPKUSE28E,train,rand_DTPKUSE28E,178,False,False,2
garments_5000_15/default_body/rand_9TQZMAYKRL,train,rand_9TQZMAYKRL,1075,False,False,18
garments_5000_15/default_body/rand_9RAOLVUFEE,train,rand_9RAOLVUFEE,932,False,True,18
garments_5000_15/default_body/rand_ZPH37F3Q3K,train,rand_ZPH37F3Q3K,772,False,False,16
garments_5000_15/default_body/rand_ZPLC1XFPJR,train,rand_ZPLC1XFPJR,1177,False,True,22
garments_5000_15/default_body/rand_E5BW37T593,train,rand_E5BW37T593,657,False,False,10
garments_5000_15/default_body/rand_GU7VXRYL27,train,rand_GU7VXRYL27,382,False,False,8
garments_5000_15/default_body/rand_UPBMPPWF9K,train,rand_UPBMPPWF9K,1815,False,True,28
garments_5000_15/default_body/rand_PI4OUAB2E6,train,rand_PI4OUAB2E6,311,False,False,4
garments_5000_15/default_body/rand_S0WQRT2VB6,train,rand_S0WQRT2VB6,1045,False,False,22
garments_5000_15/default_body/rand_A9CWDIR9LN,train,rand_A9CWDIR9LN,189,False,False,4
garments_5000_15/default_body/rand_QZ21TWPCAE,train,rand_QZ21TWPCAE,1178,False,False,20
garments_5000_15/default_body/rand_5WO1GUYDJU,train,rand_5WO1GUYDJU,651,False,False,10
garments_5000_15/default_body/rand_2URK64MGVC,train,rand_2URK64MGVC,271,False,False,4
garments_5000_15/default_body/rand_770D1YKP08,train,rand_770D1YKP08,650,False,False,16
garments_5000_15/default_body/rand_FKBW6AXD4S,train,rand_FKBW6AXD4S,1052,False,False,14
garments_5000_15/default_body/rand_PSFJ5DCMVQ,train,rand_PSFJ5DCMVQ,900,False,False,16
garments_5000_15/default_body/rand_SM68P2RGEI,train,rand_SM68P2RGEI,368,False,True,6
garments_5000_15/default_body/rand_C5O1FV1RUA,train,rand_C5O1FV1RUA,338,False,False,8
garments_5000_15/default_body/rand_M2YUC2K361,train,rand_M2YUC2K361,502,False,False,8
garments_5000_15/default_body/rand_K9FB0TNXMP,train,rand_K9FB0TNXMP,653,False,False,10
garments_5000_15/default_body/rand_ON04GKK5M3,train,rand_ON04GKK5M3,1246,False,True,28
garments_5000_15/default_body/rand_5SALGNJN1X,train,rand_5SALGNJN1X,559,False,False,14
garments_5000_15/default_body/rand_GPQ8UODJ8Y,train,rand_GPQ8UODJ8Y,624,False,False,12
garments_5000_15/default_body/rand_1KUD5GEZVA,train,rand_1KUD5GEZVA,266,False,False,4
garments_5000_15/default_body/rand_UMUCVV9NAU,train,rand_UMUCVV9NAU,755,False,False,16
garments_5000_15/default_body/rand_E4T6EENQMJ,train,rand_E4T6EENQMJ,906,False,False,16
garments_5000_15/default_body/rand_9ZR7T148TR,train,rand_9ZR7T148TR,1058,False,False,16
garments_5000_15/default_body/rand_XNGS6B5U70,train,rand_XNGS6B5U70,415,False,True,11
garments_5000_15/default_body/rand_KQ8LZPZYY3,train,rand_KQ8LZPZYY3,905,False,False,12
garments_5000_15/default_body/rand_NJ4W590I7E,train,rand_NJ4W590I7E,1255,False,True,25
garments_5000_15/default_body/rand_VCVSA2MTGH,train,rand_VCVSA2MTGH,653,False,True,12
garments_5000_15/default_body/rand_UGW0S4BQAH,train,rand_UGW0S4BQAH,689,False,False,10
garments_5000_15/default_body/rand_BND6FCT69J,train,rand_BND6FCT69J,566,False,False,12
garments_5000_15/default_body/rand_6EXZJCSXRO,train,rand_6EXZJCSXRO,332,False,False,4
garments_5000_15/default_body/rand_JFZUWLJR0K,train,rand_JFZUWLJR0K,718,False,False,10
garments_5000_15/default_body/rand_BIGR7FHN41,train,rand_BIGR7FHN41,319,False,False,4
garments_5000_15/default_body/rand_CWXZ2HQYFU,train,rand_CWXZ2HQYFU,355,False,True,6
garments_5000_15/default_body/rand_HBR1P5D6X0,train,rand_HBR1P5D6X0,287,False,False,4
garments_5000_15/default_body/rand_KBWJDPXBHV,train,rand_KBWJDPXBHV,314,False,False,4
garments_5000_15/default_body/rand_T2CAREN0O7,train,rand_T2CAREN0O7,965,False,False,18
garments_5000_15/default_body/rand_5VLY7S2ZJ3,train,rand_5VLY7S2ZJ3,169,False,False,2
garments_5000_15/default_body/rand_1HQSOEJ573,train,rand_1HQSOEJ573,1095,False,False,20
garments_5000_15/default_body/rand_ZK9KG19GTX,train,rand_ZK9KG19GTX,241,False,False,6
garments_5000_15/default_body/rand_TN60LT03FB,train,rand_TN60LT03FB,673,False,False,8
garments_5000_15/default_body/rand_E9Q3UTJU9Y,train,rand_E9Q3UTJU9Y,592,False,False,8
garments_5000_15/default_body/rand_PU03CTST8C,train,rand_PU03CTST8C,533,False,False,6
garments_5000_15/default_body/rand_NKP892HMOX,train,rand_NKP892HMOX,625,False,False,10
garments_5000_15/default_body/rand_AIEVBBR679,train,rand_AIEVBBR679,642,False,False,8
garments_5000_15/default_body/rand_AXNEYXYPKF,train,rand_AXNEYXYPKF,614,False,False,8
garments_5000_15/default_body/rand_QCIADI8E5Y,train,rand_QCIADI8E5Y,855,False,False,14
garments_5000_15/default_body/rand_VPWQ1IYHIW,train,rand_VPWQ1IYHIW,235,False,False,4
garments_5000_15/default_body/rand_YP0O4IMNM4,train,rand_YP0O4IMNM4,494,False,False,10
garments_5000_15/default_body/rand_YZG66DEF8I,train,rand_YZG66DEF8I,471,False,True,8
garments_5000_15/default_body/rand_B0MFPK1WD8,train,rand_B0MFPK1WD8,1064,False,True,18
garments_5000_15/default_body/rand_9EHKOQ2I8Q,train,rand_9EHKOQ2I8Q,178,False,False,2
garments_5000_15/default_body/rand_JELDSA712M,train,rand_JELDSA712M,792,False,True,18
garments_5000_15/default_body/rand_7GZTGR21AI,train,rand_7GZTGR21AI,178,False,False,2
garments_5000_15/default_body/rand_OLOUVWX2J8,train,rand_OLOUVWX2J8,326,False,False,4
garments_5000_15/default_body/rand_562QWU4PF2,train,rand_562QWU4PF2,318,False,True,6
garments_5000_15/default_body/rand_26MU5Y1VT2,train,rand_26MU5Y1VT2,1407,False,True,26
garments_5000_15/default_body/rand_CIS43N2OL3,train,rand_CIS43N2OL3,456,False,False,6
garments_5000_15/default_body/rand_DQKMC6YHHW,train,rand_DQKMC6YHHW,813,False,False,20
garments_5000_15/default_body/rand_PIBV5CB20N,train,rand_PIBV5CB20N,714,False,False,8
garments_5000_15/default_body/rand_QM7FWJ27TJ,train,rand_QM7FWJ27TJ,566,False,False,8
garments_5000_15/default_body/rand_0WKLJZVWFL,train,rand_0WKLJZVWFL,497,False,False,6
garments_5000_15/default_body/rand_CZB7YI5S00,train,rand_CZB7YI5S00,807,False,False,14
garments_5000_15/default_body/rand_Z5E5NSODDR,train,rand_Z5E5NSODDR,154,False,False,4
garments_5000_15/default_body/rand_9CXO78ORKV,train,rand_9CXO78ORKV,287,False,False,4
garments_5000_15/default_body/rand_SV5E5LCFG6,train,rand_SV5E5LCFG6,645,False,False,16
garments_5000_15/default_body/rand_879DJKC3S7,train,rand_879DJKC3S7,509,False,False,6
garments_5000_15/default_body/rand_0SJJ340YLT,train,rand_0SJJ340YLT,632,False,False,14
garments_5000_15/default_body/rand_29Z0EL314C,train,rand_29Z0EL314C,178,False,False,2
garments_5000_15/default_body/rand_69HS3JWXXV,train,rand_69HS3JWXXV,456,False,False,6
garments_5000_15/default_body/rand_K4ET1QHKSZ,train,rand_K4ET1QHKSZ,817,False,False,14
garments_5000_15/default_body/rand_D5JMRXGI5U,train,rand_D5JMRXGI5U,539,False,False,6
garments_5000_15/default_body/rand_9NFELKYSGS,train,rand_9NFELKYSGS,1082,False,True,24
garments_5000_15/default_body/rand_17XI7RXIIZ,train,rand_17XI7RXIIZ,612,False,False,12
garments_5000_15/default_body/rand_PK70LXH5R1,train,rand_PK70LXH5R1,271,False,False,4
garments_5000_15/default_body/rand_MON72B36OM,train,rand_MON72B36OM,451,False,True,8
garments_5000_15/default_body/rand_RXSOFTAB8C,train,rand_RXSOFTAB8C,326,False,False,4
garments_5000_15/default_body/rand_PJDDLNJWVW,train,rand_PJDDLNJWVW,658,False,False,8
garments_5000_15/default_body/rand_UULMTCNC8P,train,rand_UULMTCNC8P,887,False,False,12
garments_5000_15/default_body/rand_EK4KUY28BI,train,rand_EK4KUY28BI,1006,False,True,18
garments_5000_15/default_body/rand_24XVCV8PH5,train,rand_24XVCV8PH5,635,False,False,12
garments_5000_15/default_body/rand_UOKWL3JJTH,train,rand_UOKWL3JJTH,1196,False,False,20
garments_5000_15/default_body/rand_8S7FH4WXNQ,train,rand_8S7FH4WXNQ,431,False,True,8
garments_5000_15/default_body/rand_EYS2P55G6V,train,rand_EYS2P55G6V,954,False,True,26
garments_5000_15/default_body/rand_0XTT7C4PC0,train,rand_0XTT7C4PC0,154,False,False,4
garments_5000_15/default_body/rand_OQBPQDXUMC,train,rand_OQBPQDXUMC,629,False,False,16
garments_5000_15/default_body/rand_7Q1TX3EL2F,train,rand_7Q1TX3EL2F,598,False,False,10
garments_5000_15/default_body/rand_V3J3TNWW1X,train,rand_V3J3TNWW1X,335,False,False,8
garments_5000_15/default_body/rand_JEKJEISPNU,train,rand_JEKJEISPNU,319,False,False,4
garments_5000_15/default_body/rand_P2ABHX38LG,train,rand_P2ABHX38LG,1053,False,False,16
garments_5000_15/default_body/rand_9M85XETZX1,train,rand_9M85XETZX1,314,False,False,4
garments_5000_15/default_body/rand_WTJ7U3CDWH,train,rand_WTJ7U3CDWH,307,False,False,4
garments_5000_15/default_body/rand_UN4BKL3001,train,rand_UN4BKL3001,692,False,True,10
garments_5000_15/default_body/rand_H7YJ8JO0SH,train,rand_H7YJ8JO0SH,847,False,False,16
garments_5000_15/default_body/rand_JKVBMGJYJC,train,rand_JKVBMGJYJC,1236,False,True,20
garments_5000_15/default_body/rand_KEVQB7H4E3,train,rand_KEVQB7H4E3,158,False,False,4
garments_5000_15/default_body/rand_ZYGQXORXC7,train,rand_ZYGQXORXC7,551,False,False,10
garments_5000_15/default_body/rand_3AUZHSTJMV,train,rand_3AUZHSTJMV,316,False,False,6
garments_5000_15/default_body/rand_HF7NWSMT68,train,rand_HF7NWSMT68,931,False,False,20
garments_5000_15/default_body/rand_U7N17FST0L,train,rand_U7N17FST0L,804,False,False,12
garments_5000_15/default_body/rand_AQ14T20CEX,train,rand_AQ14T20CEX,938,False,False,12
garments_5000_15/default_body/rand_EQ4LCUA99B,train,rand_EQ4LCUA99B,657,False,False,10
garments_5000_15/default_body/rand_BV9N0D3O5Z,train,rand_BV9N0D3O5Z,624,False,False,12
garments_5000_15/default_body/rand_I4FDS60VLL,train,rand_I4FDS60VLL,566,False,False,14
garments_5000_15/default_body/rand_ZW5BEA9ZL4,train,rand_ZW5BEA9ZL4,954,False,True,18
garments_5000_15/default_body/rand_T5CYVF0H3X,train,rand_T5CYVF0H3X,789,False,False,16
garments_5000_15/default_body/rand_25G4SPCAU6,train,rand_25G4SPCAU6,1021,False,True,18
garments_5000_15/default_body/rand_6928MLN13X,train,rand_6928MLN13X,845,False,False,14
garments_5000_15/default_body/rand_DIDI9EVS8W,train,rand_DIDI9EVS8W,158,False,False,4
garments_5000_15/default_body/rand_TPMT42C1ML,train,rand_TPMT42C1ML,573,False,True,10
garments_5000_15/default_body/rand_7M8TXMWNNP,train,rand_7M8TXMWNNP,1103,False,True,16
garments_5000_15/default_body/rand_5HKVTMZDGY,train,rand_5HKVTMZDGY,781,False,False,16
garments_5000_15/default_body/rand_TVELFXZBIJ,train,rand_TVELFXZBIJ,308,False,False,4
garments_5000_15/default_body/rand_H3GPE4Z70K,train,rand_H3GPE4Z70K,850,False,False,14
garments_5000_15/default_body/rand_9CUFGEZKBG,train,rand_9CUFGEZKBG,569,False,False,12
garments_5000_15/default_body/rand_Q29QBKC98R,train,rand_Q29QBKC98R,470,False,True,12
garments_5000_15/default_body/rand_U1UFPJ4V25,train,rand_U1UFPJ4V25,607,False,False,16
garments_5000_15/default_body/rand_WUCVXGE994,train,rand_WUCVXGE994,460,False,False,6
garments_5000_15/default_body/rand_PBDY24TCS3,train,rand_PBDY24TCS3,545,False,False,14
garments_5000_15/default_body/rand_4VUFLI3HSG,train,rand_4VUFLI3HSG,629,False,False,12
garments_5000_15/default_body/rand_4YHM9UIG2Q,train,rand_4YHM9UIG2Q,465,False,False,6
garments_5000_15/default_body/rand_TI96BFAV4Z,train,rand_TI96BFAV4Z,823,False,False,10
garments_5000_15/default_body/rand_HHIJP38IL0,train,rand_HHIJP38IL0,696,False,False,12
garments_5000_15/default_body/rand_9T7OCGGQR6,train,rand_9T7OCGGQR6,644,False,False,8
garments_5000_15/default_body/rand_ZAXZAOHW2K,train,rand_ZAXZAOHW2K,458,False,False,6
garments_5000_15/default_body/rand_5X2MRPME80,train,rand_5X2MRPME80,1486,False,True,22
garments_5000_15/default_body/rand_JD746BDNZE,train,rand_JD746BDNZE,240,False,False,6
garments_5000_15/default_body/rand_O0FBGF0P7M,train,rand_O0FBGF0P7M,326,False,False,4
garments_5000_15/default_body/rand_7D23QBYDBL,train,rand_7D23QBYDBL,672,False,False,10
garments_5000_15/default_body/rand_WCLFCD4UZQ,train,rand_WCLFCD4UZQ,319,False,False,4
garments_5000_15/default_body/rand_J52FNBI8I7,train,rand_J52FNBI8I7,119,False,True,4
garments_5000_15/default_body/rand_FVJ265MYK4,train,rand_FVJ265MYK4,696,False,True,10
garments_5000_15/default_body/rand_4BV1QYWSKK,train,rand_4BV1QYWSKK,475,False,False,6
garments_5000_15/default_body/rand_P8W86UZE67,train,rand_P8W86UZE67,858,False,False,14
garments_5000_15/default_body/rand_LYW8XKHI2Y,train,rand_LYW8XKHI2Y,438,False,False,10
garments_5000_15/default_body/rand_7L9C7OWTNP,train,rand_7L9C7OWTNP,1052,False,True,26
garments_5000_15/default_body/rand_UE15YQ2AYG,train,rand_UE15YQ2AYG,433,False,False,6
garments_5000_15/default_body/rand_E7D8NPR15Y,train,rand_E7D8NPR15Y,397,False,True,8
garments_5000_15/default_body/rand_7X6WM1GJC3,train,rand_7X6WM1GJC3,583,False,False,14
garments_5000_15/default_body/rand_N4UBT2RUO9,train,rand_N4UBT2RUO9,1357,False,True,20
garments_5000_15/default_body/rand_1X5YBE9Q4G,train,rand_1X5YBE9Q4G,467,False,False,8
garments_5000_15/default_body/rand_5NQ0OPFWBQ,train,rand_5NQ0OPFWBQ,734,False,True,14
garments_5000_15/default_body/rand_VAU2YEK956,train,rand_VAU2YEK956,60,False,False,2
garments_5000_15/default_body/rand_T3573HRTJ0,train,rand_T3573HRTJ0,314,False,False,4
garments_5000_15/default_body/rand_9C3U3BW11M,train,rand_9C3U3BW11M,758,False,False,18
garments_5000_15/default_body/rand_I9LIKZTAWG,train,rand_I9LIKZTAWG,606,False,False,14
garments_5000_15/default_body/rand_TY4DBDSM02,train,rand_TY4DBDSM02,384,False,False,6
garments_5000_15/default_body/rand_5HEUI6872G,train,rand_5HEUI6872G,451,False,True,8
garments_5000_15/default_body/rand_X3JU9E4OLO,train,rand_X3JU9E4OLO,271,False,False,4
garments_5000_15/default_body/rand_VGFHBO4BZ4,train,rand_VGFHBO4BZ4,831,False,True,14
garments_5000_15/default_body/rand_EKHACOVGZ4,train,rand_EKHACOVGZ4,990,False,False,18
garments_5000_15/default_body/rand_GH6KIZDV17,train,rand_GH6KIZDV17,431,False,True,6
garments_5000_15/default_body/rand_1H5OPE1NMB,train,rand_1H5OPE1NMB,1053,False,False,18
garments_5000_15/default_body/rand_RGV6ZVO7RT,train,rand_RGV6ZVO7RT,417,False,True,10
garments_5000_15/default_body/rand_W1EHQYIXDC,train,rand_W1EHQYIXDC,271,False,False,4
garments_5000_15/default_body/rand_XJWMJVXKYA,train,rand_XJWMJVXKYA,922,False,True,17
garments_5000_15/default_body/rand_DRCIBNTIGQ,train,rand_DRCIBNTIGQ,266,False,False,4
garments_5000_15/default_body/rand_U8YQ2H50JI,train,rand_U8YQ2H50JI,670,False,True,15
garments_5000_15/default_body/rand_UTK8WNAX9X,train,rand_UTK8WNAX9X,735,False,False,14
garments_5000_15/default_body/rand_17GU90QYZH,train,rand_17GU90QYZH,337,False,False,4
garments_5000_15/default_body/rand_JWXIXVWUHO,train,rand_JWXIXVWUHO,1187,False,True,20
garments_5000_15/default_body/rand_TWC60DYWWO,train,rand_TWC60DYWWO,755,False,False,16
garments_5000_15/default_body/rand_CDZSFQT5TL,train,rand_CDZSFQT5TL,830,False,False,10
garments_5000_15/default_body/rand_8UXEXRVQKP,train,rand_8UXEXRVQKP,338,False,False,4
garments_5000_15/default_body/rand_T214LFN84P,train,rand_T214LFN84P,316,False,False,4
garments_5000_15/default_body/rand_HHV9LD2O1K,train,rand_HHV9LD2O1K,287,False,False,4
garments_5000_15/default_body/rand_THMUAB9C4I,train,rand_THMUAB9C4I,672,False,False,10
garments_5000_15/default_body/rand_NWVTOFH6DL,train,rand_NWVTOFH6DL,941,False,True,22
garments_5000_15/default_body/rand_EP22OOTAFU,train,rand_EP22OOTAFU,438,False,False,6
garments_5000_15/default_body/rand_VU0NAXND9G,train,rand_VU0NAXND9G,539,False,False,6
garments_5000_15/default_body/rand_113AD1VAUM,train,rand_113AD1VAUM,1383,False,False,22
garments_5000_15/default_body/rand_24GT1Y9N33,train,rand_24GT1Y9N33,373,False,False,8
garments_5000_15/default_body/rand_VHUUVOOH5M,train,rand_VHUUVOOH5M,816,False,True,19
garments_5000_15/default_body/rand_4JH0VDM92D,train,rand_4JH0VDM92D,668,False,False,12
garments_5000_15/default_body/rand_D9BNVJAJ13,train,rand_D9BNVJAJ13,1208,False,True,20
garments_5000_15/default_body/rand_8WY096DPQC,train,rand_8WY096DPQC,1208,False,True,20
garments_5000_15/default_body/rand_NFLHIJIPJH,train,rand_NFLHIJIPJH,526,False,True,12
garments_5000_15/default_body/rand_1RBF25ASU5,train,rand_1RBF25ASU5,1177,False,True,22
garments_5000_15/default_body/rand_MM6MYQFJ0L,train,rand_MM6MYQFJ0L,357,False,False,6
garments_5000_15/default_body/rand_I1FWXQGMK0,train,rand_I1FWXQGMK0,439,False,False,10
garments_5000_15/default_body/rand_UHNV8X9CL3,train,rand_UHNV8X9CL3,532,False,False,12
garments_5000_15/default_body/rand_9P6R3Y9MJA,train,rand_9P6R3Y9MJA,475,False,False,8
garments_5000_15/default_body/rand_G9CAGF7RF6,train,rand_G9CAGF7RF6,800,False,False,14
garments_5000_15/default_body/rand_DH91XBJ16Y,train,rand_DH91XBJ16Y,1053,False,False,20
garments_5000_15/default_body/rand_12XVBWPKEM,train,rand_12XVBWPKEM,452,False,False,10
garments_5000_15/default_body/rand_PU54GA1CNO,train,rand_PU54GA1CNO,1278,False,True,25
garments_5000_15/default_body/rand_C9RJHZS0AY,train,rand_C9RJHZS0AY,832,False,False,12
garments_5000_15/default_body/rand_RKYPCMP5E3,train,rand_RKYPCMP5E3,528,False,False,6
garments_5000_15/default_body/rand_BAM6S61MZC,train,rand_BAM6S61MZC,447,False,False,6
garments_5000_15/default_body/rand_D1ZTRUAHYQ,train,rand_D1ZTRUAHYQ,591,False,False,10
garments_5000_15/default_body/rand_4UN3DFLNO8,train,rand_4UN3DFLNO8,1022,False,False,20
garments_5000_15/default_body/rand_NHEJ7D8G8B,train,rand_NHEJ7D8G8B,838,False,False,16
garments_5000_15/default_body/rand_EBY8QXDJQN,train,rand_EBY8QXDJQN,533,False,False,8
garments_5000_15/default_body/rand_E0UM9ZG95P,train,rand_E0UM9ZG95P,622,False,False,14
garments_5000_15/default_body/rand_GJBQTT3K87,train,rand_GJBQTT3K87,276,False,False,4
garments_5000_15/default_body/rand_6X44QU1W70,train,rand_6X44QU1W70,496,False,False,10
garments_5000_15/default_body/rand_61H2N5KIHT,train,rand_61H2N5KIHT,1033,False,False,18
garments_5000_15/default_body/rand_KKSP9IQMHP,train,rand_KKSP9IQMHP,428,False,False,6
garments_5000_15/default_body/rand_NK9ZS7RIPW,train,rand_NK9ZS7RIPW,1365,False,True,20
garments_5000_15/default_body/rand_0Y0MT7HAIK,train,rand_0Y0MT7HAIK,1321,False,False,24
garments_5000_15/default_body/rand_AVFBWJQC0A,train,rand_AVFBWJQC0A,168,False,False,4
garments_5000_15/default_body/rand_WKY26J8ITA,train,rand_WKY26J8ITA,334,False,False,4
garments_5000_15/default_body/rand_IE2KEQECFQ,train,rand_IE2KEQECFQ,326,False,False,4
garments_5000_15/default_body/rand_X6088FBUH9,train,rand_X6088FBUH9,906,False,False,16
garments_5000_15/default_body/rand_OXAXM9XFZR,train,rand_OXAXM9XFZR,357,False,False,8
garments_5000_15/default_body/rand_I4Z67DR458,train,rand_I4Z67DR458,819,False,True,14
garments_5000_15/default_body/rand_4YAU20YERM,train,rand_4YAU20YERM,481,False,False,12
garments_5000_15/default_body/rand_3U5Z1451FP,train,rand_3U5Z1451FP,536,False,False,10
garments_5000_15/default_body/rand_LGPRFU524R,train,rand_LGPRFU524R,963,False,True,14
garments_5000_15/default_body/rand_ITCNDBAHLR,train,rand_ITCNDBAHLR,314,False,False,4
garments_5000_15/default_body/rand_URVGRP2WHF,train,rand_URVGRP2WHF,228,False,False,6
garments_5000_15/default_body/rand_P76YZF178K,train,rand_P76YZF178K,471,False,True,8
garments_5000_15/default_body/rand_A1SM4DW1N7,train,rand_A1SM4DW1N7,546,False,False,12
garments_5000_15/default_body/rand_U7N288E0Q0,train,rand_U7N288E0Q0,667,False,False,14
garments_5000_15/default_body/rand_V1L4BWGJZD,train,rand_V1L4BWGJZD,911,False,False,16
garments_5000_15/default_body/rand_N5CV4I50V8,train,rand_N5CV4I50V8,529,False,False,6
garments_5000_15/default_body/rand_436JT6TMQY,train,rand_436JT6TMQY,520,False,False,6
garments_5000_15/default_body/rand_9Y99S0EVW5,train,rand_9Y99S0EVW5,276,False,False,4
garments_5000_15/default_body/rand_ON0F092O8E,train,rand_ON0F092O8E,231,False,False,6
garments_5000_15/default_body/rand_7D63BJ5OPJ,train,rand_7D63BJ5OPJ,1134,False,True,26
garments_5000_15/default_body/rand_LB1C032BHP,train,rand_LB1C032BHP,314,False,False,4
garments_5000_15/default_body/rand_7VNK794EOZ,train,rand_7VNK794EOZ,1148,False,True,20
garments_5000_15/default_body/rand_2RJ2ZEF9GE,train,rand_2RJ2ZEF9GE,273,False,False,6
garments_5000_15/default_body/rand_5KD4VIXICD,train,rand_5KD4VIXICD,271,False,False,4
garments_5000_15/default_body/rand_ONQVHOMFJ9,train,rand_ONQVHOMFJ9,178,False,False,2
garments_5000_15/default_body/rand_E9YJN4LNOF,train,rand_E9YJN4LNOF,561,False,False,8
garments_5000_15/default_body/rand_JX66PLURPO,train,rand_JX66PLURPO,271,False,False,4
garments_5000_15/default_body/rand_JOYTLBWRB4,train,rand_JOYTLBWRB4,438,False,False,6
garments_5000_15/default_body/rand_9G18O3RI4L,train,rand_9G18O3RI4L,443,False,False,6
garments_5000_15/default_body/rand_6NKG0DIEHA,train,rand_6NKG0DIEHA,1491,False,False,26
garments_5000_15/default_body/rand_4XHYBBEMQD,train,rand_4XHYBBEMQD,1174,False,False,24
garments_5000_15/default_body/rand_YOA4RWXSRJ,train,rand_YOA4RWXSRJ,640,False,False,10
garments_5000_15/default_body/rand_FEOP3U9LJN,train,rand_FEOP3U9LJN,567,False,False,8
garments_5000_15/default_body/rand_0TCT22TUS2,train,rand_0TCT22TUS2,199,False,False,2
garments_5000_15/default_body/rand_VS00OXZ8JZ,train,rand_VS00OXZ8JZ,824,False,False,16
garments_5000_15/default_body/rand_8ULS79C925,train,rand_8ULS79C925,790,False,False,16
garments_5000_15/default_body/rand_W4PCRN6QW4,train,rand_W4PCRN6QW4,926,False,False,14
garments_5000_15/default_body/rand_9C8GDEI6K0,train,rand_9C8GDEI6K0,698,False,True,15
garments_5000_15/default_body/rand_UWLQA3QX24,train,rand_UWLQA3QX24,154,False,False,4
garments_5000_15/default_body/rand_UW5URZGEF4,train,rand_UW5URZGEF4,450,False,False,10
garments_5000_15/default_body/rand_5NJSQWZC3C,train,rand_5NJSQWZC3C,514,False,False,6
garments_5000_15/default_body/rand_AICQ3U4WGY,train,rand_AICQ3U4WGY,1172,False,False,16
garments_5000_15/default_body/rand_KWDU5DO16U,train,rand_KWDU5DO16U,176,False,False,4
garments_5000_15/default_body/rand_OGE14PTETN,train,rand_OGE14PTETN,433,False,False,6
garments_5000_15/default_body/rand_QXKTJTN0KE,train,rand_QXKTJTN0KE,516,False,False,8
garments_5000_15/default_body/rand_5830SBA9FU,train,rand_5830SBA9FU,434,False,False,8
garments_5000_15/default_body/rand_A6H21YRTZA,train,rand_A6H21YRTZA,785,False,True,10
garments_5000_15/default_body/rand_YBUJ2SAP3O,train,rand_YBUJ2SAP3O,370,False,True,9
garments_5000_15/default_body/rand_D3B17V3X8B,train,rand_D3B17V3X8B,785,False,False,16
garments_5000_15/default_body/rand_DC5L5YO20A,train,rand_DC5L5YO20A,825,False,False,14
garments_5000_15/default_body/rand_RJZSMD1DRQ,train,rand_RJZSMD1DRQ,338,False,True,6
garments_5000_15/default_body/rand_Y7XYOBJCW3,train,rand_Y7XYOBJCW3,651,False,False,8
garments_5000_15/default_body/rand_B61ARRPW4S,train,rand_B61ARRPW4S,364,False,False,8
garments_5000_15/default_body/rand_Q3BJ1YU03U,train,rand_Q3BJ1YU03U,174,False,False,4
garments_5000_15/default_body/rand_KYVYEOKI24,train,rand_KYVYEOKI24,598,False,False,8
garments_5000_15/default_body/rand_XDPPPYP1V4,train,rand_XDPPPYP1V4,1100,False,True,22
garments_5000_15/default_body/rand_7AUCV3QHPC,train,rand_7AUCV3QHPC,521,False,False,6
garments_5000_15/default_body/rand_AX1L5T9XWP,train,rand_AX1L5T9XWP,499,False,False,6
garments_5000_15/default_body/rand_I1IMBKGGL0,train,rand_I1IMBKGGL0,1033,False,False,16
garments_5000_15/default_body/rand_6UK3C7Y2DQ,train,rand_6UK3C7Y2DQ,1019,False,False,16
garments_5000_15/default_body/rand_0Q7DMU25O6,train,rand_0Q7DMU25O6,339,False,False,8
garments_5000_15/default_body/rand_UQKDCRG5T0,train,rand_UQKDCRG5T0,466,False,False,8
garments_5000_15/default_body/rand_9APGVFVAED,train,rand_9APGVFVAED,678,False,False,14
garments_5000_15/default_body/rand_75BXXW8NRW,train,rand_75BXXW8NRW,696,False,False,12
garments_5000_15/default_body/rand_T5V2PSKPIM,train,rand_T5V2PSKPIM,494,False,False,6
garments_5000_15/default_body/rand_2TD0GQIHWQ,train,rand_2TD0GQIHWQ,158,False,False,4
garments_5000_15/default_body/rand_SNWKI8H919,train,rand_SNWKI8H919,888,False,False,12
garments_5000_15/default_body/rand_5AR0N4YG0V,train,rand_5AR0N4YG0V,185,False,False,4
garments_5000_15/default_body/rand_MLP0119UJL,train,rand_MLP0119UJL,531,False,False,14
garments_5000_15/default_body/rand_D5FPBTD5RV,train,rand_D5FPBTD5RV,402,False,False,10
garments_5000_15/default_body/rand_YHUTRKP8QY,train,rand_YHUTRKP8QY,799,False,False,18
garments_5000_15/default_body/rand_OTEYLRHF4X,train,rand_OTEYLRHF4X,433,False,True,6
